Record Length,2.500000e+03,,  -0.000000260000,  -0.00040,
Sample Interval,1.000000e-09,,  -0.000000259000,  -0.00040,
Trigger Point,2.600000000000e+02,,  -0.000000258000,  -0.00040,
,,,  -0.000000257000,  -0.00040,
,,,  -0.000000256000,  -0.00040,
,,,  -0.000000255000,  -0.00040,
Source,CH1,,  -0.000000254000,  -0.00040,
Vertical Units,V,,  -0.000000253000,  -0.00040,
Vertical Scale,1.000000e-02,,  -0.000000252000,   0.00000,
Vertical Offset,-3.560000e-02,,  -0.000000251000,  -0.00040,
Horizontal Units,s,,  -0.000000250000,  -0.00040,
Horizontal Scale,2.500000e-07,,  -0.000000249000,  -0.00040,
Pt Fmt,Y,,  -0.000000248000,  -0.00040,
Yzero,0.000000e+00,,  -0.000000247000,  -0.00040,
Probe Atten,1.000000e+00,,  -0.000000246000,  -0.00040,
Model Number,TDS2001C,,  -0.000000245000,  -0.00040,
Serial Number,C040529,,  -0.000000244000,  -0.00040,
Firmware Version,FV:v24.26,,  -0.000000243000,  -0.00040,
,,,-00.000000242000,  -0.00040,
,,,-00.000000241000,  -0.00040,
,,,-00.000000240000,  -0.00040,
,,,-00.000000239000,  -0.00040,
,,,-00.000000238000,  -0.00040,
,,,-00.000000237000,  -0.00040,
,,,-00.000000236000,  -0.00040,
,,,-00.000000235000,  -0.00040,
,,,-00.000000234000,  -0.00040,
,,,-00.000000233000,  -0.00040,
,,,-00.000000232000,  -0.00040,
,,,-00.000000231000,  -0.00040,
,,,-00.000000230000,  -0.00040,
,,,-00.000000229000,  -0.00040,
,,,-00.000000228000,  -0.00040,
,,,-00.000000227000,  -0.00040,
,,,-00.000000226000,  -0.00040,
,,,-00.000000225000,  -0.00040,
,,,-00.000000224000,  -0.00040,
,,,-00.000000223000,  -0.00040,
,,,-00.000000222000,  -0.00040,
,,,-00.000000221000,  -0.00040,
,,,-00.000000220000,  -0.00040,
,,,-00.000000219000,  -0.00040,
,,,-00.000000218000,  -0.00040,
,,,-00.000000217000,   0.00000,
,,,-00.000000216000,  -0.00040,
,,,-00.000000215000,  -0.00040,
,,,-00.000000214000,  -0.00040,
,,,-00.000000213000,  -0.00040,
,,,-00.000000212000,  -0.00040,
,,,-00.000000211000,  -0.00040,
,,,-00.000000210000,  -0.00040,
,,,-00.000000209000,  -0.00040,
,,,-00.000000208000,  -0.00040,
,,,-00.000000207000,  -0.00040,
,,,-00.000000206000,  -0.00040,
,,,-00.000000205000,  -0.00040,
,,,-00.000000204000,  -0.00040,
,,,-00.000000203000,   0.00000,
,,,-00.000000202000,  -0.00040,
,,,-00.000000201000,   0.00000,
,,,-00.000000200000,  -0.00040,
,,,-00.000000199000,  -0.00040,
,,,-00.000000198000,   0.00000,
,,,-00.000000197000,   0.00000,
,,,-00.000000196000,   0.00000,
,,,-00.000000195000,   0.00000,
,,,-00.000000194000,   0.00000,
,,,-00.000000193000,  -0.00040,
,,,-00.000000192000,  -0.00040,
,,,-00.000000191000,  -0.00040,
,,,-00.000000190000,  -0.00040,
,,,-00.000000189000,  -0.00040,
,,,-00.000000188000,  -0.00040,
,,,-00.000000187000,  -0.00040,
,,,-00.000000186000,  -0.00040,
,,,-00.000000185000,  -0.00040,
,,,-00.000000184000,   0.00000,
,,,-00.000000183000,  -0.00040,
,,,-00.000000182000,  -0.00040,
,,,-00.000000181000,  -0.00040,
,,,-00.000000180000,  -0.00040,
,,,-00.000000179000,  -0.00040,
,,,-00.000000178000,  -0.00040,
,,,-00.000000177000,  -0.00040,
,,,-00.000000176000,  -0.00040,
,,,-00.000000175000,  -0.00040,
,,,-00.000000174000,  -0.00040,
,,,-00.000000173000,  -0.00040,
,,,-00.000000172000,  -0.00040,
,,,-00.000000171000,  -0.00040,
,,,-00.000000170000,   0.00000,
,,,-00.000000169000,  -0.00040,
,,,-00.000000168000,  -0.00040,
,,,-00.000000167000,  -0.00040,
,,,-00.000000166000,  -0.00040,
,,,-00.000000165000,  -0.00040,
,,,-00.000000164000,  -0.00040,
,,,-00.000000163000,  -0.00040,
